"","UserId","nSongs","nErrors","avgLatencies","daySessionStarted","hourSessionStarted","nSongsSkipped","DeviceOS"
"114","18","2","0","101.5837","2021-04-05","7","0","android"
"115","18","19","2","751.0121","2021-04-07","4","4","android"
"116","18","35","3","441.7237","2021-04-09","5","1","android"
"117","18","28","0","367.9394","2021-04-07","16","1","android"
"118","18","3","0","80.4102","2021-04-08","13","0","android"
"119","18","1","0","227.4349","2021-04-07","22","0","android"
"120","19","27","0","160.5645","2021-04-10","9","2","android"
"121","20","1","0","89.221","2021-04-06","21","0","android"
"122","20","1","0","306.0499","2021-04-10","20","0","android"
"123","20","1","0","328.6594","2021-04-06","8","0","android"
"124","20","27","0","71.1793","2021-04-07","9","4","android"
"125","20","27","0","253.0492","2021-04-05","17","5","android"
"126","20","44","0","295.1562","2021-04-11","18","2","android"
"127","20","1","0","258.0991","2021-04-06","16","0","android"
"128","20","23","0","436.3508","2021-04-05","18","4","android"
"129","20","21","1","193.5316","2021-04-08","9","3","android"
"130","20","25","0","109.8386","2021-04-05","23","2","android"
"131","20","26","0","177.7747","2021-04-11","20","3","android"
"132","20","12","1","253.3998","2021-04-10","18","1","android"
"133","20","1","0","142.0901","2021-04-08","19","0","android"
"134","20","1","0","139.3775","2021-04-08","4","0","android"
"135","21","1","0","84.4436","2021-04-06","9","0","iOS"
"136","22","20","3","400.5008","2021-04-11","20","4","windows"
"137","22","27","1","900.7793","2021-04-08","20","1","windows"
"138","22","1","0","457.5282","2021-04-05","16","1","windows"
"139","22","1","0","281.3424","2021-04-08","14","0","windows"
"140","22","5","1","471.0412","2021-04-09","8","0","windows"
"141","23","22","3","598.8343","2021-04-10","23","2","android"
"142","23","1","1","328.0752","2021-04-08","21","0","android"
"143","23","1","1","567.2421","2021-04-10","9","0","android"
"144","24","2","0","336.4646","2021-04-10","4","0","android"
"145","24","1","0","558.844","2021-04-08","11","0","android"
"146","24","27","0","450.5379","2021-04-10","13","4","android"
"147","24","20","1","202.6079","2021-04-06","9","5","android"
"148","24","1","0","836.8121","2021-04-09","9","1","android"
"149","24","1","0","153.6108","2021-04-08","13","0","android"
"150","25","1","1","280.4321","2021-04-10","10","0","iOS"
"151","25","2","3","567.3911","2021-04-11","20","0","iOS"
"152","25","56","3","465.8642","2021-04-09","9","5","iOS"
"153","25","7","6","694.9806","2021-04-10","19","0","iOS"
"154","25","1","0","241.5832","2021-04-08","7","0","iOS"
"155","26","31","2","389.8415","2021-04-09","5","4","windows"
"156","26","22","1","347.3062","2021-04-05","13","0","windows"
"157","26","1","0","241.5771","2021-04-08","14","0","windows"
"158","26","21","2","445.6572","2021-04-05","3","1","windows"
"159","26","1","0","193.9031","2021-04-10","15","0","windows"
"160","26","1","0","144.4455","2021-04-10","8","0","windows"
"161","27","1","1","293.8377","2021-04-09","7","0","android"
"162","27","18","0","761.1615","2021-04-09","7","3","android"
"163","27","14","3","427.3354","2021-04-07","21","2","android"
"164","27","1","1","665.4331","2021-04-10","9","0","android"
"165","27","12","3","367.6033","2021-04-07","16","1","android"
"166","28","1","1","163.0798","2021-04-08","15","0","iOS"
"167","28","1","1","944.182","2021-04-06","4","0","iOS"
"168","28","38","1","290.9908","2021-04-10","18","3","iOS"
"169","29","13","2","368.5895","2021-04-08","22","0","iOS"
"170","29","4","3","1230.7835","2021-04-07","20","0","iOS"
"171","30","17","1","314.4182","2021-04-11","19","7","iOS"
"172","30","1","1","240.8289","2021-04-11","21","0","iOS"
"173","30","24","1","300.6273","2021-04-10","17","5","iOS"
"174","30","1","0","81.2644","2021-04-05","11","1","iOS"
"175","30","15","3","458.6769","2021-04-05","11","2","iOS"
"176","30","17","4","962.441","2021-04-08","18","6","iOS"
"177","30","23","4","685.319","2021-04-06","22","2","iOS"
"178","31","13","2","344.244","2021-04-09","19","0","windows"
"179","32","2","1","242.5739","2021-04-08","2","0","android"
"180","32","1","0","95.3784","2021-04-07","16","0","android"
"181","32","1","0","162.8992","2021-04-10","15","0","android"
"182","32","3","0","184.2759","2021-04-06","14","2","android"
"183","33","1","0","143.0505","2021-04-08","20","0","iOS"
"184","33","19","3","599.8963","2021-04-07","5","0","iOS"
"185","33","1","1","499.8657","2021-04-10","3","0","iOS"
"186","33","25","4","747.2154","2021-04-11","20","1","iOS"
"187","33","24","3","412.9851","2021-04-10","9","0","iOS"
"188","33","13","4","618.5295","2021-04-06","19","1","iOS"
"189","33","10","4","703.9245","2021-04-11","22","1","iOS"
"190","33","4","3","437.3591","2021-04-09","9","0","iOS"
"191","33","1","1","272.1955","2021-04-08","8","0","iOS"
"192","33","8","1","203.6975","2021-04-09","4","1","iOS"
"193","33","1","0","823.601","2021-04-06","18","0","iOS"
"194","33","5","3","453.7673","2021-04-11","20","1","iOS"
"195","33","36","2","500.0345","2021-04-07","11","5","iOS"
"196","33","29","4","519.3729","2021-04-05","9","2","iOS"
"197","34","19","0","65.2838","2021-04-11","11","1","windows"
"198","34","7","1","637.9392","2021-04-10","7","0","windows"
"199","34","1","0","732.7202","2021-04-07","6","0","windows"
"200","35","6","4","1106.0213","2021-04-05","13","0","iOS"
"201","35","1","1","1011.9124","2021-04-08","22","0","iOS"
"202","35","27","1","161.9777","2021-04-10","18","2","iOS"
"203","35","1","0","216.9442","2021-04-11","3","0","iOS"
"204","35","21","2","318.6727","2021-04-05","20","2","iOS"
"205","35","1","2","595.3034","2021-04-06","20","0","iOS"
"206","35","43","3","483.0747","2021-04-09","22","9","iOS"
"207","35","19","2","345.8609","2021-04-08","19","3","iOS"
"208","35","1","0","77.6242","2021-04-11","9","0","iOS"
"209","35","4","0","111.959","2021-04-08","2","0","iOS"
"210","35","1","0","78.7865","2021-04-11","8","0","iOS"
"211","35","50","3","587.7014","2021-04-09","10","8","iOS"
"212","35","49","1","300.9964","2021-04-06","7","8","iOS"
"213","35","20","3","567.389","2021-04-10","20","1","iOS"
"214","36","22","4","528.8851","2021-04-06","1","3","windows"
"215","36","31","2","304.2224","2021-04-11","16","4","windows"
"216","36","27","4","631.9058","2021-04-11","16","1","windows"
"217","36","14","2","318.7429","2021-04-09","17","2","windows"
"218","36","27","3","572.0557","2021-04-08","4","1","windows"
"219","37","6","0","522.9806","2021-04-10","18","0","android"
"220","37","22","2","736.5117","2021-04-08","19","2","android"
"221","37","1","0","75.016","2021-04-08","8","0","android"
"222","37","32","0","301.7539","2021-04-07","18","1","android"
"223","37","7","0","380.2971","2021-04-09","18","1","android"
"224","37","30","1","186.4889","2021-04-08","15","0","android"
"225","37","1","0","229.7481","2021-04-11","3","0","android"
"226","38","2","0","182.0474","2021-04-10","8","0","android"
"227","38","7","0","66.6753","2021-04-10","17","0","android"
"228","38","1","0","395.0497","2021-04-06","21","0","android"
"229","38","1","0","788.0405","2021-04-07","10","0","android"
"230","39","3","2","348.451","2021-04-11","17","0","android"
"231","39","1","0","350.2149","2021-04-11","4","0","android"
"232","39","1","0","152.0285","2021-04-10","13","0","android"
"233","39","4","1","217.8845","2021-04-11","21","1","android"
"234","39","11","2","350.9813","2021-04-06","14","2","android"
"235","39","24","0","670.1826","2021-04-09","16","2","android"
"236","40","24","0","213.2917","2021-04-10","16","1","windows"
"237","41","14","0","224.99","2021-04-11","16","1","android"
"238","41","1","0","394.8045","2021-04-07","9","0","android"
"239","41","1","1","195.5074","2021-04-11","7","0","android"
"240","41","1","0","459.4559","2021-04-11","19","1","android"
"241","42","1","0","227.2965","2021-04-10","5","0","iOS"
"242","42","35","4","663.6119","2021-04-08","11","3","iOS"
"243","42","1","2","590.4141","2021-04-08","10","0","iOS"
"244","42","27","3","561.1998","2021-04-09","20","1","iOS"
"245","42","1","1","215.6085","2021-04-10","9","0","iOS"
"246","42","1","0","228.147","2021-04-06","10","0","iOS"
"247","42","1","0","108.2363","2021-04-11","22","0","iOS"
"248","42","15","2","346.5848","2021-04-09","19","4","iOS"
"249","42","1","0","538.7953","2021-04-08","5","0","iOS"
"250","42","1","1","260.5719","2021-04-10","5","0","iOS"
"251","42","4","4","570.6953","2021-04-08","18","0","iOS"
"252","42","22","2","362.6637","2021-04-08","9","7","iOS"
"253","42","15","4","650.1376","2021-04-10","9","1","iOS"
"254","42","19","5","914.7868","2021-04-08","6","1","iOS"
"255","42","1","1","193.6619","2021-04-09","15","0","iOS"
"256","42","1","1","299.9948","2021-04-10","13","0","iOS"
"257","42","1","0","60.9917","2021-04-08","10","0","iOS"
"258","42","1","1","497.0366","2021-04-08","16","0","iOS"
"259","42","43","2","478.676","2021-04-09","13","5","iOS"
"260","43","1","2","597.688","2021-04-09","1","0","iOS"
"261","43","1","0","277.4597","2021-04-11","11","0","iOS"
"262","43","31","7","849.986","2021-04-10","20","4","iOS"
"263","43","1","1","561.5613","2021-04-10","15","0","iOS"
"264","43","27","6","678.3485","2021-04-11","8","1","iOS"
"265","43","1","1","269.9446","2021-04-10","20","0","iOS"
"266","44","1","0","170.4486","2021-04-09","5","0","android"
"267","44","11","0","424.1334","2021-04-10","16","1","android"
"268","44","6","0","169.3271","2021-04-05","14","0","android"
"269","44","1","0","110.9186","2021-04-08","3","0","android"
"270","44","1","0","575.7113","2021-04-08","6","0","android"
"271","44","6","1","572.7973","2021-04-06","8","0","android"
"272","44","1","0","373.9057","2021-04-10","18","0","android"
"273","44","20","4","1135.8588","2021-04-11","18","1","android"
"274","44","1","1","468.8357","2021-04-10","12","0","android"
"275","44","35","1","288.0196","2021-04-08","14","1","android"
"276","44","4","1","337.0874","2021-04-09","14","0","android"
"277","44","15","2","300.0713","2021-04-07","20","0","android"
"278","44","6","1","227.3749","2021-04-09","7","0","android"
"279","45","17","1","269.0154","2021-04-06","7","2","android"
"280","45","29","0","212.3195","2021-04-08","15","6","android"
"281","45","18","0","114.4756","2021-04-05","12","1","android"
"282","45","1","1","786.1397","2021-04-05","7","0","android"
"283","46","34","0","110.8827","2021-04-10","18","1","android"
"284","46","20","0","851.6849","2021-04-07","17","4","android"
"285","47","1","0","422.863","2021-04-08","13","0","android"
"286","47","1","0","83.4227","2021-04-11","8","0","android"
"287","48","1","2","498.0937","2021-04-08","9","0","windows"
"288","48","3","0","325.5143","2021-04-11","12","1","windows"
"289","48","2","2","351.3805","2021-04-08","17","0","windows"
"290","49","67","4","583.181","2021-04-08","11","0","android"
"291","49","1","1","183.1382","2021-04-11","17","0","android"
"292","49","22","2","422.2519","2021-04-10","22","0","android"
"293","50","3","0","78.9807","2021-04-08","6","0","windows"
"294","50","1","0","84.7094","2021-04-11","0","1","windows"
"295","50","1","0","161.3018","2021-04-08","9","0","windows"
"296","50","27","0","1012.1414","2021-04-09","19","2","windows"
"297","50","7","0","162.7596","2021-04-09","15","1","windows"
"298","50","30","0","230.5106","2021-04-10","8","0","windows"
"299","50","1","0","77.6137","2021-04-10","8","0","windows"
"300","50","15","0","113.4678","2021-04-05","6","1","windows"
"301","50","1","0","86.3032","2021-04-11","7","0","windows"
"302","50","1","0","272.3945","2021-04-06","3","0","windows"
"303","50","17","0","108.6687","2021-04-10","20","3","windows"
"304","50","25","0","416.5255","2021-04-06","18","6","windows"
"305","50","1","0","253.2735","2021-04-10","8","0","windows"
"306","51","3","0","66.4867","2021-04-11","16","0","android"
"307","51","1","0","313.184","2021-04-07","10","0","android"
"308","51","23","0","140.0126","2021-04-05","20","1","android"
"309","52","32","1","459.8427","2021-04-06","10","1","iOS"
"310","53","1","0","447.7369","2021-04-11","9","0","iOS"
"311","53","13","2","288.7154","2021-04-11","21","0","iOS"
"312","53","11","3","373.2645","2021-04-10","3","1","iOS"
"313","53","2","0","345.6748","2021-04-06","18","0","iOS"
"314","53","24","3","672.859","2021-04-10","8","1","iOS"
"315","54","1","1","288.7923","2021-04-10","4","0","iOS"
"316","54","1","1","383.8096","2021-04-09","18","0","iOS"
"317","55","1","0","122.8535","2021-04-09","19","0","android"
"318","56","2","0","220.0426","2021-04-11","20","1","android"
"319","56","1","0","307.4093","2021-04-05","4","0","android"
"320","56","1","0","115.1653","2021-04-08","20","0","android"
"321","56","1","0","156.8646","2021-04-09","8","0","android"
"322","56","49","0","207.117","2021-04-09","22","6","android"
"323","57","25","0","257.1083","2021-04-09","2","0","android"
"324","58","1","0","201.6455","2021-04-10","9","0","android"
"325","59","10","5","762.6075","2021-04-05","5","1","android"
"326","59","21","2","424.0185","2021-04-11","18","3","android"
"327","59","27","3","643.9178","2021-04-10","22","2","android"
"328","59","1","0","92.9973","2021-04-07","19","0","android"
"329","59","14","4","658.9899","2021-04-09","5","0","android"
"330","60","1","0","136.1291","2021-04-09","8","0","windows"
"331","60","3","1","202.5358","2021-04-05","20","0","windows"
"332","60","1","0","835.8036","2021-04-11","22","0","windows"
"333","60","21","0","127.5538","2021-04-07","1","4","windows"
"334","60","2","0","187.1572","2021-04-05","5","0","windows"
"335","60","25","0","68.9531","2021-04-05","18","1","windows"
"336","60","1","0","80.9244","2021-04-07","11","0","windows"
"337","60","49","0","243.7897","2021-04-08","2","2","windows"
"338","60","3","0","658.5743","2021-04-10","18","0","windows"
"339","60","1","0","151.0873","2021-04-06","8","0","windows"
"340","60","1","0","213.2897","2021-04-05","10","0","windows"
"341","60","30","0","562.1715","2021-04-11","20","1","windows"
"342","61","1","0","350.6882","2021-04-06","18","0","android"
"343","62","1","1","368.56","2021-04-10","10","0","windows"
"344","62","18","5","829.9875","2021-04-11","20","1","windows"
"345","62","1","1","233.486","2021-04-09","7","0","windows"
"346","62","10","1","446.8588","2021-04-10","11","1","windows"
"347","63","8","3","447.3293","2021-04-06","18","0","windows"
"348","63","1","0","288.499","2021-04-09","21","0","windows"
"349","63","1","0","272.2526","2021-04-09","20","0","windows"
"350","63","8","1","320.0052","2021-04-07","8","1","windows"
"351","63","2","0","131.7824","2021-04-08","20","0","windows"
"352","63","1","0","160.7614","2021-04-05","2","0","windows"
"353","63","3","0","68.1275","2021-04-10","11","0","windows"
"354","63","9","1","176.0298","2021-04-10","13","1","windows"
"355","63","1","0","255.372","2021-04-06","17","0","windows"
"356","63","30","1","416.9435","2021-04-08","15","2","windows"
"357","63","1","1","369.6697","2021-04-09","22","0","windows"
"358","63","1","0","75.6043","2021-04-11","13","1","windows"
"359","63","6","0","347.3804","2021-04-07","8","0","windows"
"360","63","1","0","341.8908","2021-04-10","7","0","windows"
"361","64","35","2","364.169","2021-04-09","9","3","iOS"
"362","64","1","0","65.9131","2021-04-05","10","0","iOS"
"363","64","1","0","130.4202","2021-04-11","15","0","iOS"
"364","64","1","0","186.0733","2021-04-07","8","0","iOS"
"365","64","1","1","1268.3768","2021-04-09","15","0","iOS"
"366","65","19","0","156.7149","2021-04-08","6","3","android"
"367","65","1","0","356.306","2021-04-10","22","0","android"
"368","65","6","1","588.6633","2021-04-07","22","1","android"
"369","65","1","0","60.6407","2021-04-11","8","0","android"
"370","65","1","0","163.0158","2021-04-08","6","0","android"
"371","66","35","6","1773.63","2021-04-05","23","3","iOS"
"372","66","1","1","192.5808","2021-04-07","12","0","iOS"
"373","67","44","0","395.6726","2021-04-09","17","0","android"
"374","68","20","2","593.0168","2021-04-07","8","2","windows"
"375","68","1","0","417.7392","2021-04-06","19","0","windows"
"376","68","41","1","299.4678","2021-04-11","18","6","windows"
"377","68","1","0","152.3963","2021-04-05","9","0","windows"
"378","69","1","0","74.0655","2021-04-11","6","0","android"
"379","69","1","0","302.8854","2021-04-05","2","0","android"
"380","69","1","0","64.0024","2021-04-11","14","0","android"
"381","69","1","0","282.0641","2021-04-10","1","0","android"
"382","69","4","2","571.5403","2021-04-08","17","0","android"
"383","69","13","0","619.3521","2021-04-11","10","0","android"
"384","69","1","0","514.5674","2021-04-11","8","0","android"
"385","69","9","0","222.9574","2021-04-09","16","0","android"
"386","69","5","0","96.7307","2021-04-11","15","0","android"
"387","69","28","0","153.4311","2021-04-09","9","0","android"
"388","69","21","1","219.498","2021-04-11","22","1","android"
"389","70","38","2","404.3787","2021-04-11","21","2","android"
"390","70","7","2","298.3629","2021-04-06","16","2","android"
"391","70","23","5","609.2543","2021-04-08","19","3","android"
"392","70","1","1","504.5838","2021-04-07","19","0","android"
"393","71","10","5","618.3659","2021-04-06","20","1","android"
"394","71","1","2","549.6046","2021-04-09","8","0","android"
"395","71","15","5","632.5176","2021-04-09","5","2","android"
"396","71","26","3","534.9786","2021-04-06","8","1","android"
"397","71","1","0","216.615","2021-04-10","6","0","android"
"398","71","1","0","362.8751","2021-04-05","9","0","android"
"399","71","1","1","169.333","2021-04-11","23","0","android"
"400","71","1","0","207.125","2021-04-07","15","0","android"
"401","72","1","0","350.9551","2021-04-06","10","0","android"
"402","72","21","0","352.1262","2021-04-09","6","1","android"
"403","73","28","2","1336.784","2021-04-07","4","3","android"
"404","73","1","2","305.6439","2021-04-08","12","1","android"
"405","73","1","0","150.6818","2021-04-10","15","0","android"
"406","73","3","0","111.0514","2021-04-06","19","0","android"
"407","73","2","1","278.9419","2021-04-11","21","1","android"
"408","73","7","1","447.1581","2021-04-07","8","1","android"
"409","73","1","0","270.6983","2021-04-08","8","1","android"
"410","73","16","1","350.1039","2021-04-09","20","1","android"
"411","74","1","0","351.9933","2021-04-09","9","0","windows"
"412","74","19","0","290.7104","2021-04-05","19","2","windows"
"413","75","1","0","88.9653","2021-04-07","21","0","android"
"414","75","32","0","291.5294","2021-04-11","9","1","android"
"415","76","5","6","1079.2211","2021-04-07","21","1","iOS"
"416","76","27","6","711.6744","2021-04-09","23","7","iOS"
"417","76","33","4","924.9908","2021-04-08","8","3","iOS"
"418","77","10","2","556.3743","2021-04-09","5","0","iOS"
"419","77","1","2","349.65","2021-04-10","14","0","iOS"
"420","78","1","0","454.884","2021-04-11","12","0","windows"
"421","78","1","0","253.7068","2021-04-09","8","0","windows"
"422","79","41","0","252.8124","2021-04-11","20","6","windows"
"423","79","1","0","124.5871","2021-04-08","13","0","windows"
"424","80","60","0","75.0278","2021-04-11","14","6","android"
"425","80","15","0","147.6267","2021-04-11","9","1","android"
"426","80","1","0","161.4127","2021-04-11","20","0","android"
"427","81","18","0","520.0469","2021-04-11","17","1","android"
"428","81","18","0","156.7489","2021-04-07","7","3","android"
"429","81","2","0","769.9914","2021-04-06","14","0","android"
"430","81","12","0","84.7955","2021-04-11","17","0","android"
"431","81","9","0","63.0934","2021-04-11","5","1","android"
"432","81","4","0","396.9167","2021-04-10","16","0","android"
"433","81","24","0","1032.8121","2021-04-06","9","2","android"
"434","81","15","0","439.4024","2021-04-10","16","0","android"
"435","81","26","0","91.1272","2021-04-06","10","0","android"
"436","81","1","0","157.546","2021-04-05","7","0","android"
"437","81","18","0","85.3621","2021-04-08","10","0","android"
"438","81","19","0","144.1774","2021-04-11","8","1","android"
"439","82","8","4","638.9332","2021-04-10","9","2","iOS"
"440","82","4","3","451.4277","2021-04-10","16","0","iOS"
"441","83","5","0","213.678","2021-04-09","11","0","android"
"442","84","1","1","266.2099","2021-04-08","20","0","iOS"
"443","84","1","0","257.1645","2021-04-11","8","0","iOS"
"444","84","19","3","494.6857","2021-04-11","13","0","iOS"
"445","85","21","3","396.3534","2021-04-06","1","2","iOS"
"446","85","12","3","474.9237","2021-04-06","0","0","iOS"
"447","85","1","1","665.7301","2021-04-11","8","0","iOS"
"448","86","1","2","541.0199","2021-04-11","9","0","iOS"
"449","86","1","0","747.7211","2021-04-07","4","0","iOS"
"450","86","1","1","368.7118","2021-04-07","9","0","iOS"
"451","86","1","1","361.5299","2021-04-11","19","0","iOS"
"452","86","1","1","404.1581","2021-04-07","17","0","iOS"
"453","86","10","4","650.5747","2021-04-07","7","2","iOS"
"454","86","1","0","128.8645","2021-04-07","12","0","iOS"
"455","86","9","5","734.2543","2021-04-07","18","1","iOS"
"456","86","5","2","289.3199","2021-04-08","19","2","iOS"
"457","86","7","2","506.7863","2021-04-09","19","2","iOS"
"458","86","13","1","554.9937","2021-04-11","19","3","iOS"
"459","86","1","0","266.8264","2021-04-11","22","0","iOS"
"460","86","16","2","440.0548","2021-04-05","3","7","iOS"
"461","86","17","2","849.8651","2021-04-09","15","5","iOS"
"462","86","1","1","195.2823","2021-04-09","7","0","iOS"
"463","86","14","3","597.2143","2021-04-09","8","3","iOS"
"464","87","1","0","216.2925","2021-04-08","21","0","iOS"
"465","87","5","1","717.4606","2021-04-06","17","0","iOS"
"466","87","15","3","650.4067","2021-04-10","5","1","iOS"
"467","87","1","0","225.8469","2021-04-07","18","0","iOS"
"468","87","1","0","136.3557","2021-04-09","21","0","iOS"
"469","87","1","0","253.4516","2021-04-10","18","0","iOS"
"470","87","5","1","252.4825","2021-04-07","16","0","iOS"
"471","87","33","2","400.609","2021-04-09","18","1","iOS"
"472","87","17","4","622.4509","2021-04-08","6","0","iOS"
"473","87","1","1","275.6118","2021-04-11","15","0","iOS"
"474","87","22","4","560.3014","2021-04-09","17","0","iOS"
"475","87","1","1","1199.1348","2021-04-05","7","0","iOS"
"476","88","6","4","809.5552","2021-04-07","22","0","iOS"
"477","89","4","2","436.9404","2021-04-11","21","0","iOS"
"478","89","1","1","269.4067","2021-04-05","8","0","iOS"
"479","89","23","2","1116.7166","2021-04-05","10","4","iOS"
